order_item_id,order_id,product_id,quantity,unit_price,revenue
700140,500069,3021,1.0,3355.57,3355.57
700141,500069,3150,2.0,1477.9,2955.8
700142,500069,3060,1.0,2326.24,2326.24
700143,500070,3035,2.0,6410.22,12820.44
700144,500070,3122,1.0,4404.04,4404.04
700145,500070,3048,1.0,3663.73,3663.73
700146,500071,3043,1.0,434.34,434.34
700147,500071,3109,2.0,1623.38,3246.76
700148,500071,3066,2.0,3848.73,7697.46
700149,500071,3026,1.0,4924.9,4924.9
700150,500072,3111,1.0,2270.89,2270.89
700151,500073,3127,4.0,4834.8,19339.2
700152,500074,3033,4.0,574.06,2296.24
700153,500075,3056,1.0,5763.8,5763.8
700154,500076,3024,2.0,2742.54,5485.08
700155,500077,3012,3.0,5890.73,17672.19
700156,500078,3093,3.0,5534.16,16602.48
700157,500079,3007,2.0,794.85,1589.7
700158,500080,3064,4.0,2481.87,9927.48
700159,500080,3112,4.0,1199.13,4796.52
700160,500081,3031,1.0,3666.02,3666.02
700161,500081,3028,2.0,3418.06,6836.12
700162,500082,3087,3.0,4213.21,12639.630000000001
700163,500082,3017,3.0,2332.17,6996.51
700164,500082,3116,2.0,4558.11,9116.22
700165,500082,3055,2.0,3678.39,7356.78
700166,500083,3020,3.0,2057.21,6171.63
700167,500084,3145,2.0,1701.88,3403.76
700168,500085,3021,3.0,3962.81,11888.43
700169,500085,3096,1.0,3198.87,3198.87
700170,500086,3144,2.0,2123.61,4247.22
700171,500086,3127,1.0,4860.3,4860.3
700172,500087,3116,1.0,5967.19,5967.19
700173,500087,3102,1.0,3385.01,3385.01
700174,500088,3090,2.0,3281.61,6563.22
700175,500088,3077,2.0,4884.4,9768.8
700176,500089,3141,2.0,6565.37,13130.74
700177,500090,3016,1.0,1520.92,1520.92
700178,500091,3061,1.0,2458.25,2458.25
700179,500092,3134,2.0,1873.48,3746.96
700180,500092,3032,1.0,1244.92,1244.92
700181,500093,3123,2.0,2408.87,4817.74
700182,500093,3063,1.0,5177.71,5177.71
700183,500094,3006,1.0,1060.54,1060.54
700184,500095,3112,1.0,939.52,939.52
700185,500095,3062,3.0,1737.08,5211.24
700186,500096,3002,2.0,5959.64,11919.28
700187,500097,3078,1.0,752.56,752.56
700188,500098,3030,2.0,436.27,872.54
700189,500099,3129,3.0,306.1,918.3000000000001
700190,500099,3107,1.0,2280.09,2280.09
700191,500099,3037,2.0,2172.57,4345.14
700192,500100,3096,1.0,3449.11,3449.11
700193,500100,3094,3.0,4155.83,12467.49
700194,500100,3127,2.0,4018.67,8037.34
700195,500100,3054,1.0,6249.77,6249.77
700196,500101,3018,1.0,3871.9,3871.9
700197,500101,3078,1.0,643.47,643.47
700198,500102,3019,1.0,2243.46,2243.46
700199,500102,3118,1.0,1216.62,1216.62
700200,500103,3137,1.0,3833.44,3833.44
700201,500103,3108,1.0,5170.05,5170.05
700202,500104,3131,4.0,3097.26,12389.04
700203,500105,3008,1.0,4987.97,4987.97
700204,500106,3021,3.0,3323.66,9970.98
700205,500107,3030,1.0,487.15,487.15
700206,500107,3043,1.0,384.39,384.39
700207,500107,3124,1.0,723.2,723.2
700208,500107,3015,4.0,1105.46,4421.84
700209,500108,3072,1.0,1632.33,1632.33
700210,500108,3123,1.0,2275.27,2275.27
700211,500109,3086,2.0,2052.25,4104.5
700212,500109,3115,2.0,3538.67,7077.34
700213,500109,3135,3.0,6346.86,19040.579999999998
700214,500110,3035,1.0,5335.97,5335.97
700215,500111,3133,2.0,781.35,1562.7
700216,500112,3081,1.0,4907.94,4907.94
700217,500113,3094,2.0,2859.85,5719.7
700218,500113,3091,1.0,809.63,809.63
700219,500113,3115,2.0,4362.86,8725.72
700220,500113,3046,4.0,3478.93,13915.72
700221,500114,3149,1.0,598.47,598.47
700222,500114,3150,4.0,1581.01,6324.04
700223,500115,3090,1.0,2933.79,2933.79
700224,500115,3049,2.0,3114.94,6229.88
700225,500115,3044,1.0,5615.22,5615.22
700226,500115,3030,1.0,553.19,553.19
700227,500116,3015,1.0,1316.2,1316.2
700228,500117,3058,1.0,1163.63,1163.63
700229,500118,3124,3.0,782.63,2347.89
700230,500119,3088,3.0,3254.09,9762.27
700231,500119,3028,2.0,3143.05,6286.1
700232,500119,3113,1.0,5160.95,5160.95
700233,500120,3046,4.0,3333.18,13332.72
700234,500121,3032,1.0,1189.66,1189.66
700235,500121,3139,1.0,2534.21,2534.21
700236,500121,3102,1.0,4016.17,4016.17
700237,500122,3063,2.0,5566.27,11132.54
700238,500122,3003,2.0,5097.32,10194.64
700239,500122,3121,2.0,4524.05,9048.1
700240,500123,3119,2.0,6111.37,12222.74
700241,500123,3035,1.0,6937.34,6937.34
700242,500124,3049,2.0,3208.35,6416.7
700243,500124,3085,1.0,1774.5,1774.5
700244,500125,3110,1.0,734.27,734.27
700245,500125,3116,1.0,5242.05,5242.05
700246,500126,3034,2.0,6476.63,12953.26
700247,500127,3059,1.0,556.17,556.17
700248,500127,3016,1.0,1236.29,1236.29
700249,500128,3080,1.0,877.69,877.69
700250,500129,3041,1.0,790.68,790.68
700251,500129,3072,1.0,1205.91,1205.91
700252,500130,3132,1.0,1311.98,1311.98
700253,500131,3027,1.0,1421.83,1421.83
700254,500131,3080,2.0,890.44,1780.88
700255,500132,3084,5.0,528.07,2640.3500000000004
700256,500133,3019,2.0,2580.44,5160.88
700257,500133,3007,1.0,798.5,798.5
700258,500134,3123,1.0,2119.91,2119.91
700259,500135,3089,1.0,4875.07,4875.07
700260,500136,3050,3.0,1128.56,3385.68
700261,500136,3005,1.0,1272.71,1272.71
700262,500136,3060,1.0,19234.5,19234.5
700263,500137,3052,3.0,5585.11,16755.329999999998
700264,500138,3135,1.0,4860.58,4860.58
700265,500139,3074,1.0,5521.93,5521.93
700266,500140,3006,1.0,939.88,939.88
700267,500141,3134,4.0,2474.95,9899.8
700268,500141,3096,3.0,3440.85,10322.55
700269,500141,3070,1.0,5154.4,5154.4
700270,500142,3025,3.0,2539.2,7617.599999999999
700271,500143,3002,3.0,6570.56,19711.68
700272,500143,3010,1.0,3882.14,3882.14
700273,500144,3103,1.0,1632.86,1632.86
700274,500144,3097,2.0,3724.73,7449.46
700275,500144,3133,1.0,1024.57,1024.57
700276,500144,3112,1.0,1214.93,1214.93
700277,500145,3014,1.0,1249.28,1249.28
700278,500146,3135,1.0,5332.85,5332.85
700279,500147,3092,1.0,4319.89,4319.89
700280,500148,3006,2.0,918.74,1837.48
700281,500149,3073,2.0,226.84,453.68
700282,500150,3072,1.0,1596.84,1596.84
700283,500151,3059,1.0,479.64,479.64
700284,500151,3125,3.0,1701.98,5105.9400000000005
700285,500152,3138,3.0,4263.1,12789.300000000001
700286,500152,3043,5.0,411.74,2058.7
700287,500152,3085,1.0,2099.26,2099.26
700288,500153,3110,2.0,741.72,1483.44
700289,500153,3045,2.0,1649.2,3298.4
700290,500153,3097,1.0,3668.78,3668.78
700291,500153,3078,2.0,566.65,1133.3
700292,500154,3090,1.0,2603.05,2603.05
700293,500155,3148,1.0,3141.2,3141.2
700294,500156,3095,1.0,5445.55,5445.55
700295,500156,3038,1.0,792.17,792.17
700296,500156,3126,1.0,2692.91,2692.91
700297,500156,3118,1.0,1068.12,1068.12
700298,500157,3067,2.0,1060.1,2120.2
700299,500157,3104,2.0,3083.81,6167.62
700300,500158,3095,1.0,4042.48,4042.48
700301,500159,3057,3.0,721.05,2163.1499999999996
700302,500160,3106,4.0,1364.77,5459.08
700303,500161,3142,3.0,1418.18,4254.54
700304,500161,3126,1.0,2808.16,2808.16
700305,500162,3129,3.0,230.53,691.59
700306,500162,3086,1.0,2001.79,2001.79
700307,500162,3036,3.0,5483.54,16450.62
700308,500162,3091,3.0,876.14,2628.42
700309,500163,3039,1.0,3550.79,3550.79
700310,500164,3077,1.0,4186.72,4186.72
700311,500165,3009,2.0,3793.7,7587.4
700312,500166,3039,2.0,3988.21,7976.42
700313,500166,3062,1.0,1481.06,1481.06
700314,500167,3052,5.0,5316.07,26580.35
700315,500167,3034,4.0,5761.26,23045.04
700316,500167,3106,1.0,1847.95,1847.95
700317,500167,3111,1.0,1696.65,1696.65
700318,500168,3150,1.0,1489.43,1489.43
700319,500168,3093,3.0,5471.1,16413.300000000003
700320,500168,3108,2.0,4896.4,9792.8
700321,500169,3082,1.0,3465.8,3465.8
700322,500169,3129,3.0,276.98,830.94
700323,500170,3024,2.0,2169.91,4339.82
700324,500171,3150,1.0,2162.26,2162.26
700325,500171,3106,3.0,1920.93,5762.79
700326,500172,3104,1.0,2880.54,2880.54
700327,500173,3060,2.0,2493.7,4987.4
700328,500173,3001,1.0,1920.2,1920.2
700329,500174,3137,1.0,3486.74,3486.74
700330,500174,3109,1.0,1622.19,1622.19
700331,500175,3079,1.0,2122.43,2122.43
700332,500176,3087,1.0,3690.92,3690.92
700333,500176,3043,1.0,413.91,413.91
700334,500177,3043,2.0,397.06,794.12
700335,500177,3058,5.0,1538.37,7691.849999999999
700336,500177,3130,2.0,3727.56,7455.12
700337,500177,3124,3.0,752.37,2257.11
700338,500178,3094,1.0,4060.7,4060.7
700339,500179,3108,1.0,3840.16,3840.16
700340,500179,3082,4.0,3308.68,13234.72
700341,500179,3137,1.0,3343.68,3343.68
700342,500179,3021,1.0,3232.97,3232.97
700343,500180,3134,4.0,2128.38,8513.52
700344,500180,3078,2.0,653.0,1306.0
700345,500180,3020,1.0,1713.61,1713.61
700346,500181,3053,4.0,6016.57,24066.28
700347,500182,3011,5.0,378.79,1893.95
700348,500182,3015,1.0,1314.77,1314.77
700349,500183,3080,2.0,1007.67,2015.34
700350,500183,3041,2.0,1025.37,2050.74
700351,500183,3027,1.0,1133.14,1133.14
700352,500184,3121,4.0,4325.74,17302.96
700353,500185,3092,1.0,4189.68,4189.68
700354,500186,3003,1.0,5137.18,5137.18
700355,500187,3093,1.0,5374.45,5374.45
700356,500187,3141,1.0,5352.58,5352.58
700357,500188,3078,1.0,592.99,592.99
700358,500189,3069,1.0,572.84,572.84
700359,500189,3088,2.0,3660.15,7320.3
700360,500190,3098,4.0,3050.68,12202.72
700361,500190,3024,3.0,1984.84,5954.5199999999995
700362,500190,3005,2.0,1231.82,2463.64
700363,500190,3016,1.0,1300.32,1300.32
700364,500191,3033,2.0,598.95,1197.9
700365,500191,3039,1.0,3842.24,3842.24
700366,500192,3038,1.0,768.18,768.18
700367,500192,3008,2.0,4525.49,9050.98
700368,500192,3136,1.0,17707.3,17707.3
700369,500193,3091,1.0,1063.05,1063.05
700370,500193,3127,2.0,4640.14,9280.28
700371,500194,3069,1.0,697.13,697.13
700372,500194,3144,2.0,2301.35,4602.7
700373,500195,3076,1.0,4553.18,4553.18
700374,500196,3038,1.0,914.8,914.8
700375,500196,3133,1.0,880.35,880.35
700376,500197,3077,1.0,3763.5,3763.5
700377,500197,3123,2.0,2330.73,4661.46
700378,500197,3068,1.0,5442.52,5442.52
700379,500198,3130,1.0,3272.17,3272.17
700380,500198,3085,1.0,1991.8,1991.8
700381,500199,3144,1.0,2339.83,2339.83
700382,500200,3061,2.0,2042.11,4084.22
700383,500200,3019,2.0,2822.66,5645.32
700384,500200,3053,1.0,6190.5,6190.5
700385,500200,3100,4.0,689.46,2757.84
700386,500201,3071,2.0,4745.22,9490.44
700387,500202,3085,1.0,1756.2,1756.2
700388,500203,3063,5.0,4602.78,23013.899999999998
700389,500203,3144,1.0,2306.66,2306.66
700390,500203,3044,3.0,6174.53,18523.59
700391,500204,3062,2.0,1619.76,3239.52
700392,500205,3057,2.0,715.8,1431.6
700393,500205,3033,1.0,564.04,564.04
700394,500206,3106,1.0,1366.87,1366.87
700395,500206,3085,2.0,2176.14,4352.28
700396,500207,3041,2.0,828.07,1656.14
700397,500207,3135,3.0,5928.8,17786.4
700398,500207,3043,1.0,381.72,381.72
700399,500208,3077,1.0,4415.58,4415.58
700400,500208,3109,1.0,1746.43,1746.43
700401,500209,3072,2.0,1360.15,2720.3
700402,500210,3123,1.0,1948.13,1948.13
700403,500211,3126,2.0,2506.56,5013.12
700404,500211,3071,1.0,4139.52,4139.52
700405,500212,3041,1.0,917.39,917.39
700406,500212,3110,2.0,664.77,1329.54
700407,500212,3114,2.0,852.27,1704.54
700408,500213,3019,1.0,2590.03,2590.03
700409,500213,3092,1.0,4879.87,4879.87
700410,500213,3112,1.0,1305.7,1305.7
700411,500214,3130,3.0,3122.66,9367.98
700412,500215,3084,2.0,694.49,1388.98
700413,500216,3139,3.0,2728.33,8184.99
700414,500217,3134,3.0,2202.19,6606.57
700415,500218,3009,1.0,3660.35,3660.35
700416,500218,3071,4.0,4511.84,18047.36
700417,500219,3096,1.0,3269.15,3269.15
700418,500219,3135,1.0,6738.93,6738.93
700419,500220,3040,4.0,3004.56,12018.24
700420,500221,3036,2.0,4732.34,9464.68
700421,500221,3127,1.0,4189.58,4189.58
700422,500221,3035,3.0,6063.27,18189.81
700423,500221,3013,1.0,5914.99,5914.99
700424,500222,3040,1.0,2298.51,2298.51
700425,500222,3129,5.0,249.74,1248.7
700426,500223,3056,3.0,5334.0,16002.0
700427,500223,3143,1.0,3509.88,3509.88
700428,500223,3063,2.0,5641.68,11283.36
700429,500224,3102,2.0,3702.85,7405.7
700430,500224,3123,2.0,18597.2,37194.4
700431,500225,3145,2.0,1761.43,3522.86
700432,500226,3147,2.0,4008.63,8017.26
700433,500227,3026,1.0,3940.98,3940.98
700434,500228,3087,1.0,3873.5,3873.5
700435,500228,3147,1.0,3231.1,3231.1
700436,500228,3122,2.0,6106.89,12213.78
700437,500229,3054,1.0,5218.31,5218.31
700438,500229,3079,2.0,1990.53,3981.06
700439,500230,3001,1.0,2442.45,2442.45
700440,500230,3150,2.0,1637.11,3274.22
700441,500230,3069,1.0,656.17,656.17
700442,500230,3014,2.0,1585.64,3171.28
700443,500231,3119,3.0,4777.98,14333.939999999999
700444,500231,3117,2.0,5617.91,11235.82
700445,500232,3124,1.0,1003.89,1003.89
700446,500232,3035,1.0,6115.76,6115.76
700447,500233,3125,2.0,1481.65,2963.3
700448,500233,3080,1.0,984.42,984.42
700449,500233,3025,2.0,2894.59,5789.18
700450,500233,3101,3.0,435.35,1306.0500000000002
700451,500234,3089,2.0,5843.93,11687.86
700452,500234,3125,1.0,1741.37,1741.37
700453,500235,3136,3.0,2370.02,7110.0599999999995
700454,500235,3068,1.0,4935.99,4935.99
700455,500235,3031,2.0,4248.31,8496.62
700456,500236,3114,2.0,713.71,1427.42
700457,500237,3063,1.0,4512.21,4512.21
700458,500237,3075,1.0,4900.12,4900.12
700459,500238,3104,1.0,3179.83,3179.83
700460,500239,3090,2.0,3038.29,6076.58
700461,500240,3147,3.0,3055.01,9165.03
700462,500241,3081,1.0,4180.83,4180.83
700463,500241,3026,2.0,5670.07,11340.14
700464,500241,3102,2.0,4626.89,9253.78
700465,500241,3040,4.0,2650.85,10603.4
700466,500242,3062,4.0,1681.51,6726.04
700467,500242,3095,2.0,4997.43,9994.86
700468,500243,3070,5.0,6982.95,34914.75
700469,500243,3022,1.0,989.44,989.44
700470,500244,3080,1.0,810.43,810.43
700471,500244,3043,2.0,506.68,1013.36
700472,500245,3146,3.0,456.15,1368.4499999999998
700473,500245,3106,5.0,1770.88,8854.400000000001
700474,500245,3114,5.0,806.41,4032.0499999999997
700475,500246,3094,3.0,4074.42,12223.26
700476,500246,3112,1.0,1008.62,1008.62
700477,500247,3061,3.0,2195.66,6586.98
700478,500247,3121,2.0,4511.03,9022.06
700479,500248,3150,1.0,1773.43,1773.43
700480,500249,3043,1.0,367.84,367.84
700481,500250,3146,3.0,483.09,1449.27
700482,500250,3038,3.0,914.67,2744.0099999999998
700483,500251,3096,2.0,2945.11,5890.22
700484,500252,3025,3.0,2306.02,6918.0599999999995
700485,500253,3049,1.0,3520.85,3520.85
700486,500253,3131,3.0,2280.29,6840.87
700487,500253,3005,1.0,1006.11,1006.11
700488,500253,3087,1.0,3592.87,3592.87
700489,500254,3128,4.0,6182.26,24729.04
700490,500255,3063,1.0,4472.73,4472.73
700491,500255,3051,1.0,6682.65,6682.65
700492,500256,3001,2.0,2311.2,4622.4
700493,500257,3147,1.0,3055.2,3055.2
700494,500258,3037,1.0,1899.14,1899.14
700495,500258,3096,1.0,2496.59,2496.59
700496,500259,3135,3.0,4561.88,13685.64
700497,500260,3012,4.0,5375.12,21500.48
700498,500260,3058,1.0,1107.28,1107.28
700499,500261,3022,1.0,988.4,988.4
700500,500262,3065,5.0,1880.06,9400.3
700501,500262,3146,3.0,398.64,1195.92
700502,500262,3009,1.0,4006.11,4006.11
700503,500263,3014,2.0,1685.93,3371.86
700504,500263,3032,1.0,1149.16,1149.16
700505,500264,3003,1.0,3651.88,3651.88
700506,500265,3102,3.0,4418.79,13256.369999999999
700507,500265,3036,1.0,5491.77,5491.77
700508,500266,3141,1.0,5149.48,5149.48
700509,500266,3131,1.0,2970.05,2970.05
700510,500266,3117,4.0,5703.97,22815.88
700511,500267,3022,1.0,1009.99,1009.99
700512,500267,3002,4.0,5343.77,21375.08
700513,500268,3089,1.0,4457.62,4457.62
700514,500268,3032,1.0,1069.99,1069.99
700515,500269,3095,5.0,3837.83,19189.15
700516,500269,3132,1.0,1503.18,1503.18
700517,500270,3021,1.0,3509.49,3509.49
700518,500270,3125,1.0,1476.33,1476.33
700519,500270,3007,2.0,758.98,1517.96
700520,500270,3050,1.0,1117.46,1117.46
700521,500271,3143,1.0,3474.94,3474.94
700522,500271,3083,1.0,2358.22,2358.22
700523,500271,3054,1.0,4646.08,4646.08
700524,500272,3072,1.0,1245.31,1245.31
700525,500273,3060,2.0,2026.74,4053.48
700526,500273,3021,1.0,4028.6,4028.6
700527,500274,3086,4.0,1711.52,6846.08
700528,500274,3128,3.0,4971.07,14913.21
700529,500275,3078,2.0,572.58,1145.16
700530,500276,3006,3.0,1017.71,3053.13
700531,500277,3093,2.0,5349.53,10699.06
700532,500277,3149,1.0,479.94,479.94
700533,500278,3116,1.0,5071.15,5071.15
700534,500279,3039,2.0,4464.43,8928.86
700535,500279,3043,2.0,478.85,957.7
700536,500279,3100,5.0,906.79,4533.95
700537,500280,3136,2.0,2005.32,4010.64
700538,500280,3090,1.0,2546.22,2546.22
700539,500281,3133,1.0,866.03,866.03
700540,500282,3117,1.0,4419.77,4419.77
700541,500282,3113,1.0,4656.97,4656.97
700542,500282,3096,3.0,3682.87,11048.61
700543,500283,3114,1.0,896.53,896.53
700544,500283,3018,1.0,3876.97,3876.97
700545,500283,3022,1.0,1151.7,1151.7
700546,500284,3043,1.0,436.78,436.78
700547,500284,3074,3.0,5656.88,16970.64
700548,500284,3052,1.0,4305.42,4305.42
700549,500284,3042,4.0,3044.77,12179.08
700550,500285,3097,2.0,3128.55,6257.1
700551,500286,3049,1.0,3152.64,3152.64
700552,500286,3088,1.0,4007.28,4007.28
700553,500287,3013,3.0,4431.54,13294.619999999999
700554,500287,3009,2.0,4338.78,8677.56
700555,500288,3028,1.0,3607.8,3607.8
700556,500289,3037,1.0,2205.98,2205.98
700557,500289,3136,3.0,1686.75,5060.25
700558,500289,3002,1.0,6443.24,6443.24
700559,500289,3083,1.0,1743.05,1743.05
700560,500290,3047,1.0,2423.65,2423.65
700561,500291,3024,2.0,2069.51,4139.02
700562,500291,3084,4.0,654.89,2619.56
700563,500292,3124,4.0,986.38,3945.52
700564,500292,3041,1.0,782.07,782.07
700565,500293,3105,1.0,6513.85,6513.85
700566,500294,3003,1.0,5070.04,5070.04
700567,500295,3011,1.0,368.15,368.15
700568,500296,3001,2.0,2486.5,4973.0
700569,500296,3022,1.0,1105.82,1105.82
700570,500297,3018,3.0,3163.09,9489.27
700571,500297,3015,1.0,1160.76,1160.76
700572,500298,3147,1.0,3335.16,3335.16
700573,500299,3088,2.0,3490.16,6980.32
700574,500299,3075,3.0,4523.02,13569.060000000001
700575,500300,3061,2.0,2191.75,4383.5
700576,500301,3067,5.0,885.5,4427.5
700577,500301,3086,1.0,2192.1,2192.1
700578,500301,3115,1.0,4425.65,4425.65
700579,500302,3094,1.0,3791.04,3791.04
700580,500303,3090,2.0,2926.69,5853.38
700581,500303,3019,3.0,3186.0,9558.0
700582,500304,3145,1.0,18440.3,18440.3
700583,500305,3042,2.0,2568.4,5136.8
700584,500306,3032,3.0,981.3,2943.8999999999996
700585,500306,3020,1.0,2007.05,2007.05
700586,500306,3110,5.0,649.84,3249.2000000000003
700587,500306,3055,1.0,3748.69,3748.69
700588,500307,3077,2.0,4297.14,8594.28
700589,500307,3144,1.0,2091.18,2091.18
700590,500307,3120,2.0,3961.29,7922.58
700591,500307,3061,2.0,2025.5,4051.0
700592,500308,3061,2.0,2545.56,5091.12
700593,500308,3112,1.0,1185.61,1185.61
700594,500309,3078,2.0,540.2,1080.4
700595,500310,3104,3.0,3289.63,9868.89
700596,500311,3013,2.0,5872.29,11744.58
700597,500311,3058,1.0,1306.1,1306.1
700598,500311,3070,3.0,5078.95,15236.849999999999
700599,500311,3137,2.0,3497.65,6995.3
700600,500312,3059,1.0,491.15,491.15
700601,500313,3033,2.0,696.85,1393.7
700602,500313,3094,1.0,3871.52,3871.52
700603,500313,3067,1.0,1112.12,1112.12
700604,500314,3016,2.0,1513.22,3026.44
700605,500314,3026,1.0,4370.69,4370.69
700606,500315,3017,1.0,1801.2,1801.2
700607,500316,3069,1.0,697.96,697.96
700608,500317,3115,1.0,4028.06,4028.06
700609,500317,3079,2.0,1851.02,3702.04
