order_id,customer_id,order_date,order_status
500189,10576,2023-08-12,Delivered
500190,11300,2024-01-01,Cancelled
500191,10892,2023-08-12,Delivered
500192,11806,2024-08-01,Delivered
500193,11662,2024-05-04,Delivered
500194,12243,2023-06-24,Cancelled
500195,12511,2023-08-02,Delivered
500196,11993,2024-08-26,Returned
500197,10996,2023-10-13,Delivered
500198,10320,2024-04-20,Delivered
500199,10351,2024-01-07,Delivered
500200,10651,2023-11-25,Delivered
500201,11999,2023-12-13,Delivered
500202,10318,2023-06-08,Delivered
500203,11718,2024-03-27,Delivered
500204,13007,2023-09-28,Delivered
500205,12963,2024-04-23,Delivered
500206,10153,2024-07-22,Delivered
500207,11388,2024-02-29,Delivered
500208,11749,2024-02-19,Delivered
500209,12510,2023-09-21,Delivered
500210,11060,2023-09-27,Delivered
500211,12465,2023-08-21,Returned
500212,10262,2024-02-25,Delivered
500213,10665,2024-04-09,Delivered
500214,11173,2024-03-16,Cancelled
500215,10931,2023-09-07,Delivered
500216,10351,2023-08-14,Delivered
500217,12076,2023-12-13,Delivered
500218,10099,2024-07-16,Delivered
500219,10474,2024-08-19,Delivered
500220,11705,2024-08-24,Delivered
500221,10216,2024-09-19,Delivered
500222,12011,2023-12-27,Delivered
500223,11676,2024-06-04,Returned
500224,11863,2023-10-12,Delivered
500225,10322,2024-07-30,Delivered
500226,11254,2024-02-03,Delivered
500227,11996,2024-07-04,Delivered
500228,11199,2024-06-24,Delivered
500229,10122,2024-06-06,Delivered
500230,12687,2024-07-14,Delivered
500231,12927,2023-08-03,Cancelled
500232,12846,2024-08-31,Delivered
500233,11922,2023-11-23,Delivered
500234,11298,2024-08-01,Delivered
500235,10418,2023-06-23,Delivered
500236,11303,2023-06-10,Delivered
500237,12795,2024-05-08,Delivered
500238,11470,2024-02-11,Cancelled
500239,10941,2023-12-16,Delivered
500240,10991,2024-06-18,Delivered
500241,10852,2024-05-24,Delivered
500242,12229,2023-09-10,Delivered
500243,12464,2023-08-05,Delivered
500244,12386,2023-10-18,Delivered
500245,10083,2023-11-08,Delivered
500246,10357,2024-09-11,Delivered
500247,11895,2023-09-01,Cancelled
500248,11661,2024-08-16,Delivered
500249,10469,2024-07-12,Delivered
500250,11270,2024-03-26,Delivered
500251,10259,2024-04-18,Delivered
500252,10304,2023-10-25,Returned
500253,12011,2023-07-14,Delivered
500254,12567,2024-03-01,Delivered
500255,10383,2024-09-27,Delivered
500256,12824,2023-09-15,Returned
500257,10154,2024-01-26,Returned
500258,11739,2024-03-05,Delivered
500259,11763,2024-02-11,Delivered
500260,12398,2024-02-12,Delivered
500261,11782,2024-04-10,Delivered
500262,12979,2024-05-15,Delivered
500263,10849,2024-05-27,Cancelled
500264,11674,2024-03-05,Delivered
500265,11291,2023-07-05,Delivered
500266,10676,2024-03-19,Delivered
500267,10295,2024-07-28,Delivered
500268,12656,2024-09-13,Delivered
500269,12309,2023-10-04,Delivered
500270,11327,2024-01-19,Delivered
500271,11732,2023-12-18,Delivered
500272,10425,2024-01-10,Returned
500273,11089,2024-07-14,Delivered
500274,10172,2024-06-18,Delivered
500275,12113,2024-09-02,Delivered
500276,11952,2024-03-04,Delivered
500277,12704,2024-03-31,Delivered
500278,10698,2024-03-21,Delivered
500279,10741,2023-08-16,Delivered
500280,12523,2024-02-15,Delivered
500281,12261,2024-06-02,Returned
500282,12040,2024-06-27,Returned
500283,10454,2023-09-03,Returned
500284,12001,2023-12-26,Delivered
500285,11884,2024-07-21,Delivered
500286,11295,2023-12-22,Delivered
500287,12608,2023-11-23,Delivered
500288,12094,2024-02-01,Delivered
500289,11689,2023-08-25,Delivered
500290,12718,2024-01-15,Delivered
500291,10905,2024-08-28,Delivered
500292,10783,2024-07-20,Delivered
500293,10369,2024-07-17,Delivered
500294,12048,2023-12-18,Delivered
500295,10988,2024-01-28,Delivered
500296,11805,2024-09-23,Delivered
500297,11740,2024-02-11,Delivered
500298,12349,2024-07-04,Delivered
500299,12101,2023-12-21,Delivered
500300,12286,2024-02-15,Cancelled
500301,10182,2023-06-06,Delivered
500302,10129,2024-04-13,Delivered
500303,11034,2024-05-08,Delivered
500304,11008,2023-09-30,Delivered
500305,10044,2024-06-21,Delivered
500306,10801,2024-04-19,Returned
500307,10528,2024-07-10,Cancelled
500308,12721,2024-07-10,Returned
500309,11515,2023-09-10,Delivered
500310,10276,2023-12-03,Delivered
500311,11033,2024-08-01,Delivered
500312,10905,2023-07-04,Delivered
500313,12116,2024-07-03,Cancelled
500314,12062,2023-10-16,Returned
500315,10004,2024-07-24,Delivered
500316,10658,2024-08-23,Delivered
500317,11929,2024-04-08,Delivered
500318,12230,2023-12-31,Delivered
500319,10383,2023-06-22,Delivered
500320,12552,2024-08-05,Delivered
500321,11973,2024-05-27,Delivered
500322,11217,2024-04-13,Delivered
500323,12380,2024-09-27,Delivered
500324,12171,2024-08-16,Delivered
500325,12610,2023-10-06,Delivered
500326,10262,2024-03-02,Delivered
500327,11845,2024-07-25,Delivered
500328,10739,2023-06-28,Delivered
500329,13021,2023-08-07,Delivered
500330,12665,2023-11-24,Returned
500331,11763,2023-07-06,Delivered
500332,11218,2024-04-19,Delivered
500333,11929,2023-06-05,Returned
500334,11751,2024-04-06,Delivered
500335,12125,2023-11-04,Delivered
500336,12662,2023-06-20,Delivered
500337,12233,2024-04-03,Delivered
500338,10878,2024-03-11,Delivered
500339,11878,2023-11-28,Cancelled
500340,10326,2023-08-20,Delivered
500341,11638,2024-01-02,Delivered
500342,10322,2024-04-17,Cancelled
500343,11651,2024-01-23,Returned
500344,11942,2024-06-05,Delivered
500345,10121,2023-11-29,Delivered
500346,12094,2024-02-13,Delivered
500347,11870,2024-01-06,Delivered
500348,12233,2024-08-03,Delivered
500349,11951,2023-06-30,Delivered
500350,10574,2023-10-30,Delivered
500351,11689,2024-08-07,Delivered
500352,10070,2023-10-06,Delivered
500353,12129,2023-10-21,Delivered
500354,11372,2024-07-03,Delivered
500355,12846,2023-06-20,Delivered
500356,11767,2024-09-15,Delivered
500357,10194,2024-03-23,Delivered
500358,10477,2023-08-11,Delivered
500359,11363,2023-10-07,Delivered
500360,12694,2024-05-22,Delivered
500361,12003,2023-10-14,Delivered
500362,12488,2024-05-02,Delivered
500363,11972,2023-10-27,Delivered
500364,10430,2024-09-26,Returned
500365,11215,2023-11-06,Delivered
500366,10369,2024-01-19,Delivered
500367,12249,2023-10-18,Delivered
500368,10176,2024-01-19,Delivered
500369,11805,2024-03-24,Delivered
500370,11636,2023-06-09,Delivered
500371,11715,2023-11-26,Delivered
500372,10430,2023-06-11,Delivered
500373,11805,2024-04-21,Delivered
500374,12312,2023-06-28,Returned
500375,10249,2024-03-20,Returned
500376,12545,2024-07-31,Delivered
500377,10863,2023-11-19,Delivered
500378,10364,2024-03-16,Delivered
500379,10117,2024-07-13,Delivered
500380,11564,2024-01-31,Delivered
500381,12042,2024-06-02,Delivered
500382,13003,2023-07-11,Cancelled
500383,11322,2024-07-27,Delivered
500384,10164,2024-06-19,Delivered
500385,12759,2024-09-23,Delivered
500386,12508,2024-03-25,Cancelled
500387,11781,2024-04-14,Returned
500388,12439,2023-06-29,Delivered
500389,12531,2024-07-08,Delivered
500390,11257,2024-05-06,Cancelled
500391,10664,2024-08-29,Cancelled
500392,10562,2023-08-04,Cancelled
500393,11580,2023-12-14,Delivered
500394,10249,2024-02-15,Delivered
500395,11178,2023-08-16,Returned
500396,11549,2024-03-17,Delivered
500397,10411,2024-06-08,Delivered
500398,10227,2023-06-13,Delivered
500399,12685,2024-05-23,Returned
500400,10298,2024-01-26,Delivered
500401,10563,2023-10-31,Delivered
500402,12888,2024-02-06,Returned
500403,10911,2023-10-16,Delivered
500404,10512,2024-02-26,Delivered
500405,11079,2023-06-17,Delivered
500406,12896,2024-07-14,Delivered
500407,10241,2023-06-02,Delivered
500408,12038,2024-07-29,Delivered
500409,11244,2023-07-04,Delivered
500410,10079,2024-04-12,Delivered
500411,10299,2023-08-08,Delivered
500412,11815,2024-05-08,Delivered
500413,10958,2024-06-27,Delivered
500414,10538,2024-06-07,Delivered
500415,12058,2024-09-25,Delivered
500416,11442,2023-10-27,Delivered
500417,10232,2023-08-13,Delivered
500418,11058,2023-06-04,Delivered
500419,13042,2024-06-30,Delivered
500420,12667,2023-08-08,Delivered
500421,12991,2023-08-29,Cancelled
500422,11014,2023-11-11,Delivered
500423,11275,2023-06-21,Delivered
500424,10181,2023-07-05,Delivered
500425,11668,2024-08-24,Delivered
500426,11569,2024-08-10,Delivered
500427,12051,2023-11-14,Delivered
500428,10465,2024-07-13,Delivered
500429,13039,2024-01-08,Delivered
500430,11073,2023-06-04,Delivered
500431,11804,2024-05-22,Delivered
500432,10475,2024-05-12,Delivered
500433,10640,2024-01-26,Delivered
500434,10081,2024-04-11,Delivered
500435,11709,2024-01-18,Delivered
500436,12253,2023-10-11,Delivered
500437,10382,2024-07-20,Delivered
500438,11551,2024-02-25,Delivered
500439,10880,2023-07-19,Returned
500440,11767,2023-08-16,Delivered
500441,11434,2023-11-18,Delivered
500442,11905,2024-05-15,Delivered
500443,11233,2023-10-24,Delivered
500444,12739,2023-07-09,Delivered
500445,11746,2023-07-29,Delivered
500446,11806,2024-07-14,Delivered
500447,12789,2023-06-16,Delivered
500448,10548,2024-05-29,Delivered
500449,10602,2024-09-22,Delivered
500450,10939,2024-01-06,Delivered
500451,11291,2023-07-02,Delivered
500452,10520,2024-01-04,Returned
500453,10875,2023-06-20,Delivered
500454,12036,2023-12-13,Delivered
500455,12840,2024-08-11,Delivered
500456,12704,2023-07-14,Delivered
500457,12837,2024-03-04,Delivered
500458,12199,2023-08-21,Delivered
500459,10147,2024-01-01,Delivered
500460,10794,2024-01-12,Delivered
500461,12637,2023-10-12,Delivered
500462,12051,2024-01-09,Delivered
500463,11241,2024-06-22,Delivered
500464,12984,2024-09-25,Delivered
500465,12846,2023-12-23,Delivered
500466,12947,2024-05-10,Delivered
500467,10380,2024-03-11,Delivered
500468,11740,2024-08-20,Returned
500469,11524,2024-01-28,Delivered
500470,11295,2024-04-01,Delivered
500471,10702,2023-06-27,Delivered
500472,10843,2023-12-08,Delivered
500473,12386,2024-04-12,Delivered
500474,11121,2024-01-29,Delivered
500475,12595,2024-07-30,Delivered
500476,12922,2023-08-24,Delivered
500477,11029,2024-09-24,Delivered
500478,10328,2024-07-09,Delivered
500479,12673,2024-07-18,Delivered
500480,12637,2024-02-16,Delivered
500481,12338,2023-10-24,Delivered
500482,12886,2024-06-26,Delivered
500483,11006,2024-09-09,Delivered
500484,11962,2024-04-08,Delivered
500485,12640,2023-06-05,Returned
500486,12910,2024-09-28,Delivered
500487,12888,2024-08-11,Delivered
500488,12636,2023-10-29,Delivered
500489,12144,2024-07-11,Returned
500490,12058,2023-11-24,Delivered
500491,10508,2024-03-28,Cancelled
500492,11442,2023-09-29,Delivered
500493,11166,2023-12-30,Cancelled
500494,12201,2024-08-04,Cancelled
500495,11833,2023-11-26,Delivered
500496,10322,2023-10-08,Delivered
500497,11092,2023-08-30,Delivered
500498,12705,2024-03-05,Delivered
500499,12061,2024-08-25,Delivered
500500,10771,2023-08-24,Delivered
500501,12366,2024-03-26,Delivered
500502,12983,2023-09-21,Delivered
500503,11078,2023-09-16,Delivered
500504,11530,2023-09-04,Delivered
500505,13004,2024-01-11,Cancelled
500506,11259,2024-08-30,Delivered
500507,12390,2024-06-27,Delivered
500508,12508,2024-09-25,Delivered
500509,11389,2024-07-08,Delivered
500510,10974,2024-04-28,Delivered
500511,13048,2024-01-02,Delivered
500512,10165,2024-06-17,Delivered
500513,10662,2023-11-17,Delivered
500514,12587,2024-03-25,Delivered
500515,10357,2023-07-14,Delivered
500516,12830,2023-08-13,Delivered
500517,10353,2023-06-20,Delivered
500518,11055,2023-11-14,Delivered
500519,11891,2024-09-17,Delivered
500520,10107,2024-04-09,Delivered
500521,10115,2023-09-23,Delivered
500522,12051,2024-08-21,Delivered
500523,12649,2023-06-21,Delivered
500524,11397,2023-11-01,Cancelled
500525,11468,2024-07-07,Delivered
500526,13041,2024-09-04,Delivered
500527,12153,2024-01-31,Delivered
500528,10025,2023-06-05,Delivered
500529,12541,2023-08-30,Returned
500530,10941,2024-06-28,Delivered
500531,10709,2023-09-23,Delivered
500532,10568,2023-06-26,Delivered
500533,11269,2024-05-12,Delivered
500534,12768,2023-07-19,Delivered
500535,11003,2024-09-16,Delivered
500536,10187,2024-08-28,Delivered
500537,10486,2024-03-30,Delivered
500538,10359,2023-06-30,Delivered
500539,10222,2023-07-31,Delivered
500540,11652,2023-09-05,Delivered
500541,10766,2024-09-10,Delivered
500542,10043,2024-07-05,Delivered
500543,12847,2024-07-14,Delivered
500544,12507,2024-03-09,Delivered
500545,10895,2024-05-17,Delivered
500546,12096,2024-01-06,Delivered
500547,11522,2024-02-28,Delivered
500548,12266,2024-09-03,Delivered
500549,11662,2023-11-18,Delivered
500550,11150,2023-06-03,Delivered
500551,10116,2024-05-27,Delivered
500552,12920,2023-11-05,Delivered
500553,11062,2024-06-18,Delivered
500554,12892,2024-02-11,Delivered
500555,11162,2024-04-03,Cancelled
500556,11912,2023-10-15,Delivered
500557,12857,2023-11-14,Delivered
500558,11904,2023-06-17,Delivered
500559,10217,2024-04-17,Delivered
500560,10955,2024-09-18,Delivered
500561,10424,2024-06-18,Delivered
500562,11162,2024-08-06,Delivered
500563,10723,2023-09-13,Delivered
500564,11824,2024-07-26,Delivered
500565,11091,2024-08-10,Delivered
500566,10619,2024-04-14,Delivered
500567,10544,2023-07-17,Delivered
500568,12076,2024-02-29,Delivered
500569,10961,2023-12-11,Delivered
500570,10741,2024-08-01,Delivered
500571,10276,2024-05-30,Delivered
500572,10941,2024-08-13,Delivered
500573,10476,2024-03-13,Delivered
500574,12697,2024-07-29,Delivered
500575,12800,2024-07-29,Delivered
500576,12910,2024-03-30,Delivered
500577,11808,2024-06-19,Delivered
500578,10687,2024-05-21,Delivered
500579,11282,2024-07-13,Delivered
500580,11486,2024-03-27,Delivered
500581,11721,2023-09-04,Delivered
500582,12485,2023-11-24,Delivered
500583,12421,2024-01-08,Delivered
500584,11896,2023-11-23,Delivered
500585,12461,2023-12-22,Delivered
500586,11217,2023-09-27,Delivered
500587,11076,2023-06-04,Delivered
500588,12295,2024-08-28,Delivered
500589,10903,2024-02-05,Returned
500590,10656,2024-05-12,Delivered
500591,11442,2024-05-22,Delivered
500592,11586,2023-09-10,Delivered
500593,10625,2024-01-26,Returned
500594,12987,2024-06-22,Delivered
500595,12575,2024-08-22,Returned
500596,12228,2024-07-29,Delivered
500597,12351,2023-11-19,Delivered
500598,11736,2023-10-02,Returned
500599,11971,2024-04-10,Delivered
500600,10354,2024-04-30,Delivered
500601,12493,2023-06-09,Delivered
500602,11437,2023-09-13,Delivered
500603,10270,2023-08-03,Delivered
500604,12599,2023-09-15,Cancelled
500605,10496,2023-09-10,Delivered
500606,11935,2023-09-10,Delivered
500607,11700,2024-03-03,Delivered
500608,11315,2024-03-10,Delivered
500609,12834,2023-10-19,Delivered
500610,10802,2023-06-21,Delivered
500611,10358,2024-07-15,Delivered
500612,11710,2023-09-04,Delivered
500613,11156,2024-01-01,Delivered
500614,12963,2023-10-11,Delivered
500615,12333,2024-06-21,Delivered
500616,12026,2024-09-05,Delivered
500617,11829,2023-08-07,Delivered
500618,11604,2023-06-01,Delivered
500619,11569,2023-07-06,Delivered
500620,12463,2024-03-13,Delivered
500621,11315,2023-06-19,Returned
500622,11317,2023-12-28,Delivered
500623,11695,2024-04-24,Delivered
500624,10999,2024-03-22,Delivered
500625,12808,2023-10-09,Delivered
500626,11681,2024-06-04,Delivered
500627,11474,2024-01-06,Delivered
500628,11566,2024-08-16,Delivered
500629,11469,2024-06-03,Returned
500630,10238,2024-03-11,Delivered
500631,10736,2023-10-26,Delivered
500632,11525,2024-02-21,Delivered
500633,10353,2023-10-10,Delivered
500634,10350,2024-07-29,Returned
500635,12587,2024-04-22,Delivered
500636,11358,2024-09-19,Returned
500637,11009,2024-04-05,Delivered
500638,11101,2023-12-23,Delivered
500639,12648,2024-03-03,Delivered
500640,12125,2024-08-22,Delivered
500641,12322,2023-09-14,Delivered
500642,11474,2024-08-23,Delivered
500643,11856,2024-09-07,Delivered
500644,10773,2024-09-13,Delivered
500645,12616,2024-05-30,Delivered
500646,10304,2023-10-22,Returned
500647,11830,2023-08-17,Delivered
500648,12071,2023-09-20,Delivered
500649,12343,2024-06-21,Delivered
500650,12746,2024-09-29,Delivered
500651,10381,2023-08-05,Delivered
500652,10610,2024-03-10,Delivered
500653,12328,2024-02-17,Cancelled
500654,10925,2024-05-28,Delivered
500655,12319,2024-01-15,Delivered
500656,11877,2023-09-06,Delivered
500657,10422,2024-07-24,Delivered
500658,10618,2023-09-18,Delivered
500659,10070,2024-08-05,Delivered
500660,11345,2023-11-02,Delivered
500661,10264,2024-02-18,Delivered
500662,10382,2023-09-18,Delivered
500663,12304,2023-06-08,Delivered
500664,12056,2023-09-20,Delivered
500665,10862,2024-08-14,Cancelled
500666,12832,2023-09-01,Delivered
500667,12265,2024-07-09,Delivered
500668,11179,2024-09-07,Delivered
500669,11956,2023-07-19,Delivered
500670,12984,2023-07-17,Delivered
500671,11314,2024-03-12,Delivered
500672,12892,2023-07-19,Delivered
500673,10995,2024-03-09,Delivered
500674,11847,2023-09-08,Returned
500675,12278,2024-01-30,Delivered
500676,10925,2023-07-08,Delivered
500677,10503,2024-01-08,Delivered
500678,11763,2023-11-19,Delivered
500679,11275,2023-07-20,Delivered
500680,11243,2024-07-14,Delivered
500681,12098,2023-12-13,Delivered
500682,10112,2024-07-15,Delivered
500683,12992,2024-07-13,Delivered
500684,12778,2024-01-14,Delivered
500685,11763,2024-04-12,Delivered
500686,11175,2024-09-18,Delivered
500687,12113,2024-02-01,Returned
500688,10217,2024-05-02,Delivered
500689,10619,2024-06-16,Delivered
500690,11694,2024-06-02,Delivered
500691,12975,2024-06-06,Delivered
500692,12635,2024-06-30,Cancelled
500693,10374,2024-06-04,Delivered
500694,12380,2024-07-20,Delivered
500695,10497,2023-08-30,Delivered
500696,11037,2024-01-18,Delivered
500697,11474,2023-10-15,Delivered
500698,13007,2024-05-28,Cancelled
500699,12201,2023-07-27,Delivered
500700,10115,2024-02-21,Delivered
500701,12362,2024-08-15,Delivered
500702,11417,2024-05-08,Delivered
500703,10090,2024-06-22,Delivered
500704,12332,2023-07-27,Delivered
500705,11623,2024-09-08,Returned
500706,12711,2024-04-17,Delivered
500707,11021,2023-06-19,Cancelled
500708,12937,2024-02-20,Delivered
500709,11368,2023-06-04,Returned
500710,11757,2024-07-16,Cancelled
500711,10866,2024-02-13,Delivered
500712,10254,2023-06-03,Delivered
500713,10801,2023-12-13,Delivered
500714,10265,2023-10-04,Delivered
500715,12883,2023-06-14,Delivered
500716,10021,2024-06-23,Cancelled
500717,10475,2023-10-26,Delivered
500718,11627,2024-03-27,Delivered
500719,12243,2024-08-10,Delivered
500720,10891,2024-05-17,Delivered
500721,11226,2024-06-07,Delivered
500722,11513,2024-03-26,Delivered
500723,12106,2024-03-31,Cancelled
500724,13035,2023-11-18,Delivered
500725,11122,2024-07-02,Delivered
500726,10512,2023-12-07,Delivered
500727,11306,2024-04-11,Delivered
500728,12422,2024-01-23,Returned
500729,10676,2024-07-02,Delivered
500730,10810,2024-02-07,Delivered
500731,11544,2023-07-23,Delivered
500732,10391,2024-01-04,Cancelled
500733,11127,2023-06-16,Delivered
500734,12651,2024-01-20,Delivered
500735,12952,2024-08-19,Delivered
500736,11049,2023-07-16,Delivered
500737,12952,2023-08-28,Delivered
500738,10974,2024-05-28,Delivered
500739,10855,2024-01-16,Delivered
500740,11066,2024-06-13,Delivered
500741,11490,2024-01-09,Delivered
500742,10583,2023-09-08,Delivered
500743,11338,2023-10-18,Delivered
500744,13007,2023-10-10,Delivered
500745,12180,2024-04-10,Delivered
500746,11806,2023-09-02,Delivered
500747,12585,2023-08-10,Delivered
500748,12587,2023-12-16,Delivered
500749,10658,2023-11-15,Delivered
500750,12913,2024-05-11,Delivered
500751,11049,2023-08-07,Returned
500752,10368,2024-01-26,Delivered
500753,10730,2023-06-22,Delivered
500754,11245,2023-08-10,Delivered
500755,10658,2023-06-12,Delivered
500756,11185,2023-07-15,Delivered
500757,10215,2023-07-20,Delivered
500758,10836,2023-08-17,Delivered
500759,12372,2024-03-24,Delivered
500760,12589,2024-04-11,Delivered
500761,12087,2023-11-07,Cancelled
500762,10188,2023-09-22,Delivered
500763,10034,2024-01-20,Delivered
500764,12343,2024-07-14,Delivered
500765,12482,2023-07-15,Returned
500766,13021,2024-06-17,Delivered
500767,11853,2024-03-08,Delivered
500768,10456,2023-07-13,Delivered
500769,11720,2023-12-04,Delivered
500770,11441,2023-10-18,Delivered
500771,12715,2023-08-14,Returned
500772,11569,2024-06-13,Delivered
500773,10704,2024-05-29,Delivered
500774,10556,2023-09-12,Delivered
500775,10982,2024-08-19,Delivered
500776,10382,2023-08-15,Delivered
